prompt,prompt_len,target
I'm glad a linguist likes me.,11,1
The door hit.,5,0
This ice cream just melts itself.,8,0
John seems to sleep all day.,8,1
He's something of a gossip.,9,1
The message was that you should come on time.,11,1
Celia brushed.,5,0
"That piano, which the boy's playing loudly drove everyone crazy, was badly out of tune.",21,0
Lucy's Gomez's wallet,8,0
Smith envied his good fortune to Jones.,10,0
Students intended to surprise the teacher.,8,1
"Everybody who has ever, worked in any office which contained any typewriter which had ever been used to type any letters which had to be signed by any administrator who ever worked in any department like mine will know what I mean.",45,1
Nathan showed to Benjamin it.,7,0
"The more pictures Mary looked at, she got angrier and angrier.",16,0
Bill understands Mary and himself.,7,0
That whole wheat flour bakes wonderful bread.,10,1
Ellen warned for Helen to come.,8,0
"That piano, the boy's playing which loudly drove everyone crazy, was badly out of tune.",21,0
Sally enough eats caviar.,6,0
"They said that Tom would pay up, and pay up that he did is well-known.",20,0
Tatiana wrote to Onegin.,7,1
A wonderful opportunity presented itself yesterday.,8,1
The car honked down the road.,9,0
Packages carry easily to New York.,8,0
The butler polished the silver.,7,1
"Swimming is fun, and I believe that people who can't should be taught to.",19,1
A friend of mine who was working in Europe and a girl met in Vienna who was from his home town.,23,0
"They failed to tell me which problem the sooner I solve, the quicker the folks up at corporate headquarters.",22,1
Gilgamesh must should seek Ishtar,8,0
The cook saved no scraps for the dog.,10,1
We put.,4,0
I bought the parrot in the store.,9,1
We offered a job behind her.,8,0
Jean moved at the table.,7,0
They think that she can do it.,9,1
John could not leave the town.,8,1
The teacher set us a problem the answer to which we can find in the textbook.,18,1
Bill likes herself.,5,0
"The money which I have hopes that the company will squander amounts to $400,000.",23,1
The dog flopped in the comer.,9,1
My red is refrigerator.,6,0
We believe that he is quite reasonable.,9,1
Did that Medea killed her children upset Jason?,10,0
What she did was know this theory.,9,0
He blew up the building.,7,1
"John hummed, and Mary sang, the same tune.",13,1
Kelly buttered the bread with unsalted butter.,10,1
I won't have any money.,9,1
John meets often Mary.,6,0
That was a rude remark and in very bad taste.,12,1
Heidi thinks that Andy will eat salmon flavored candy bars.,12,1
I shipped the package halfway around the world.,10,1
They painted their house a hideous shade of green.,11,1
"There's going to be a party, isn't there?",15,1
Pat handed a book.,6,0
Light was made of her indiscretions.,10,0
"The more you eat, the less you want.",11,1
It is your notes that John wants to look at after class.,14,1
The fish scrubbed.,5,0
"It is not entirely obvious whether, Mary listens to the Grateful Dead, she gets depressed.",19,0
John said Heidi was obsessed with broccoli.,9,1
That anybody ever left at all is not known.,11,1
Fred watered the plants flat.,7,1
the student who won the prize left.,9,1
Cynthia munched peaches.,6,0
the room contains few furniture.,7,0
We yelled ourselves.,5,0
The glass cut Rachel in the toe.,9,0
Cheryl stood the books from Edna to Sarah.,10,0
Who do you think that saw you?,9,0
Who seemed that had poisoned Jason?,8,0
Those days Bill offered Mary everything he cooked.,10,1
I know two men who are behind me.,10,1
The baby was chewing the biscuit.,8,1
Who did you meet all when you were in Derry?,12,1
"Medea was happy, because she had got the highest marks",13,1
"No student, and he wears socks, is a swinger.",14,0
Homer recited the poem about Achilles?,8,1
He attributed to a short circuit the fire.,10,0
Jennie smiled the microwave.,6,0
I read him two statements about himself.,9,1
The new tax Jaws will gain the middle class.,11,0
That Bill tried to discover which drawer Alice put the money in made us realize that we should have left him in Seoul.,25,1
We peered at the baby.,7,1
That's the kindest answer that I ever heard.,13,1
I went to the store to have bought some whisky.,12,0
He is John.,5,1
We got our car radio stolen twice on holiday.,11,1
The trail we walked today was built by slave labor.,12,1
Tom knows it and Dick knows it and Harry knows it.,13,1
She put the pictures of Bill on your desk.,11,1
We believed to be the headmaster,8,0
The University's students are intelligent and faculty is committed to freedom.,15,0
I confused Maria and Anna.,7,1
Few doctors approve of our remedy.,8,1
Martha gave Myrna an apple.,8,1
Which book he read the book was that one.,11,0
"John, because he's such a nice guy, would like that.",16,1
The cook boned the fish of its backbone.,11,0
I know a man who hates me.,9,1
There is a bench for you to sit on.,11,1
Mary scratched her arm too.,7,1
Sandra beamed.,4,1
John seems to be easy to fool Ben.,10,0
"A policeman walked in at 11, and at 12, a fireman.",19,1
Carmen bought a dress at Bloomingdale 's for $50.,15,1
Nixon's behavior gave an idea for a book to every journalist living in New York City in the 1970s.,28,1
The cat was having eaten.,7,0
King Kong is a movie which you'll laugh yourself sick if you see it.,18,1
Rich we have impeccable taste.,7,0
I had eaten the deep fried muffins.,9,1
It was John's that I stole bike.,11,0
Cat ate the spider.,6,0
The sponge soaked up the water.,8,1
He seems intelligent to study medicine.,8,0
John promised Mary to control herself.,8,0
John put any carrot from his garden in the salad.,12,1
Whether he left!,5,0
The poison was neutralised was claimed that by everyone,11,0
Who did a statue of surprise Medea?,9,0
Either the boys or the girls are going to be there.,13,1
John made a fool of himself in front of everyone who was there.,15,1
The mouse nibbled at the cheese.,9,1
Tony broke the wall with the cup.,9,0
Julie maintained if the barman was sober.,10,0
Peter is owners of pigs.,7,0
The hardest that that it has snowed here is believed was last January 12th.,20,0
The prison cell was escaped by the terrorist.,10,1
I wanted that he should leave.,8,0
Paula spanked the naughty child with her right hand.,13,1
"After the dinner, we threw away any leftovers.",11,1
Carla shoveled the snow from among the bushes.,11,1
It is likely that Patrick left.,8,1
What did Herb start to play only after he drank?,12,0
Dorothy is needing new shoes.,7,0
John seems that it is likely to win.,10,0
The committee hasn't yet made up its mind.,12,1
Agamemnon stopped Jason from casting the spell,11,1
"They went me, ran me, swam me, jumped me, flew me, crawled me, danced me, walked me.",26,0
"I, I like beer.",7,0
Some answered any question.,6,0
This needs investigating the problem.,7,0
Loren was relied on by Pavarotti and Hepburn by Bond.,14,1
He's fool.,6,0
Which goddess helped us?,6,1
Briana showed Justin himself.,7,1
The cat had haven eaten.,7,0
Andy promised if we would go.,8,0
I don't know how to do it.,11,1
I gave the package to London.,8,0
That whether the world is round is unknown bothered Athena.,12,0
We believed there to try to leave the country.,11,0
It is this hat that I know the boy who is wearing.,14,0
They are intense.,5,1
"He seems to become more corrupt, as any senator talks to more lobbyists.",17,0
The box contains many tools.,7,1
I know how intelligent a dog you bought.,10,1
I am angrier than sad.,8,0
John leftn't the party early.,10,0
I wonder whether Mary has worked for Microsoft.,10,1
The cat sauntered into the kitchen carrying a dead mouse.,14,1
Who would you prefer for to win the race?,11,0
The teacher who it was expected by the reporters that the principal would fire is a crusty old jerk.,22,1
The mouse was chased by the cat.,9,1
This is the box in which John put his gold.,12,1
Fanny regretted talking to Mary.,7,1
John makes efforts for himself to be honest.,10,1
John is eager to please.,7,1
The president who Fred voted for has resigned.,10,1
The president declared Smith press secretary.,8,1
Who did Athena introduce to whom?,8,1
Maxwell isn't half the doctor that his sister is a psychologist and his father was.,19,0
Andy promised if we would go.,8,0
Joe is taller than I think Mary is.,10,1
Louis was sent a book to.,8,0
He established his innocence with the letter.,9,1
What I meant was that you have done it really well.,13,1
The farmers raged a fire over the fields.,10,0
Conflict engenders.,5,0
Ronald scoffs at the belief that he would run if nominated.,14,1
Someone from every city hates it.,8,1
Lee will never leave.,6,1
Paula hit the fence.,6,1
San Francisco has been lived in by my brother.,11,0
"The harder it rains, how much faster that do you run?",14,0
"I know which book Max read, and which book Oscar hasn't done so.",18,0
Susan found any book she had been looking for at Borders.,13,0
The man who I read a statement which was about is sick.,14,0
Mary noticed John's excessive appreciation of himself.,11,1
Who does Phineas know a girl behind?,10,0
"Will Sally, after John comes home, take a shower?",13,1
The kangaroo hopped over the truck.,8,1
Cedric danced a jolly jig.,8,1
"Yes, she will use.",7,0
John hit the wall with the stone.,9,1
John seems to rain.,6,0
I'm glad he bought a car.,10,1
The kennel in which Mary made and Fido sleeps has been stolen.,15,0
John is being discussed and Sally is being too.,11,0
He treats John very kind.,7,0
Ronald scoffs at the belief that he would run if nominated.,14,1
There is arriving three men at that station.,10,0
I believe that the world is round strongly.,10,0
They surrounded.,4,0
Sam gave the ball off the shelf.,9,0
She spruced herself up before the job interview.,11,1
Not more reliable a man could be found.,10,0
I don't know the boy who the flowers Mary gave to.,15,0
The train got to the station fully.,9,1
Sharon brought Willa breathless.,6,0
To delay the march and to go ahead with it has been argued by different people at different times.,21,0
Anson became the Mayor,5,1
He is the only person that I can rely on.,12,1
Nora brought at the book to the meeting.,10,0
"The more contented for us to pretend to be became possible, the more angry we grew at the doctors.",22,0
I talked to Winston about Winston.,8,0
There is eager to be fifty students in this class.,12,1
Sally eats caviar too much for her own good.,11,1
Linda winked her nose.,6,0
I want it to remain a secret that Bill left.,12,1
I will ask you to believe that he tried to force me to give her any money.,19,0
They made him to exhaustion.,7,0
Humans love to eat them.,7,1
It is certain that you'll marry no student.,12,1
He are the only person that I can rely on.,12,0
What she did was be very cold.,9,0
Fruit dropped from the tree from the clouds.,10,0
John said if Heidi was obsessed with broccoli.,10,0
I've never seen the taller man than my father.,13,0
They alleged there to have been many strangers in that garden.,13,1
No man has ever beaten the centaur.,10,1
Gilgamesh has not been reading the cuneiform tablets,11,1
Professor Smith would support Sue and Prof Jones Bill.,11,0
Who did Gilgamesh believe to have kissed Aphrodite?,11,1
"John may drink water, and Bill drink beer.",11,1
Felicia shipped the box off the shelf.,10,0
A bicycle lent.,5,0
"The more lobbyists he talks to, the more corrupt every senator seems to become.",18,1
Paula swatted the cloth into the fly.,10,0
much furniture is needed.,6,1
You and Kerry have outdone yourselves.,9,1
I wonder whether Mary will win.,8,1
I'm more sad than angry.,9,1
The box at once contained the ball.,9,0
John criticized.,4,0
Confiscate any liquor.,7,1
The dragons had all eaten the pigs.,9,1
She believed never his story.,7,0
The problem disappeared the accusation.,7,0
Those Olympic hopefuls should practice diligently daily.,10,1
"Fred became all the crazier, the more often Janet left.",14,1
"The book, including all the chapters in the first section, are very interesting.",17,0
He treats John very kindly.,7,1
We elected employer president the boy's guardian's.,13,0
The twig and the branch broke.,8,0
I am to eat macaroni.,7,1
He's reliable enough a man.,9,0
For John to remove the mother is undeniable.,10,0
That he won the race could surprise them.,10,1
The beans were grown by the gardener.,9,1
Tom tends for Mary to avoid confrontations.,10,0
Any lion is generally majestic.,7,0
Pat handed to Chris.,6,0
Kim alienated cats and beaten his dog.,9,0
Gilgamesh might loved Ishtar,7,0
What Medea believed was Jason to be a murderer.,11,0
She tried to may leave,6,0
Italy borders France.,5,1
Ayala went to the ball and chatted to Jonathan Stubbs.,13,1
The senators certain that the president is telling a lie.,12,0
You kicked you,4,0
I'm sorry that he ever said anything.,11,1
"Harry believes that Sally is innocent, although no one else believes it.",15,1
He's the happiest that we ever talked to the boy who had seen him.,18,0
He figured out that.,6,0
It seems that John is likely to win.,10,1
I wonder when and how often she went that day.,12,1
John can kicked the ball.,7,0
John is certain that the Mets will win.,10,1
"I spoke to him about the war yesterday, that guy who's always following us.",19,1
Who do you think that saw you?,9,0
That Bill tried to discover which drawer Alice put the money in made us realize that we should have left him in Seoul.,25,1
What what I ate cost almost broke me.,10,0
John considers several people sick.,7,1
Which city does Fred think that you believe that John lives in?,14,1
The children admired photos of each other.,9,1
That that the world is round is obvious upset Hermes.,12,0
The cloth swatted the fly.,8,0
John is as tall as that man.,9,1
Mickey pointed that Gary had left out.,9,0
He kicked you.,5,1
You can depend on that he will be on time.,12,0
Lucy's photograph of Jane,7,1
I consider him immoral.,6,1
The old and new carts banged.,8,0
Harry says that Sally dislikes himself.,8,0
The hiker will reach the top of the mountain for an hour.,14,0
Selina touched the horse's back.,10,1
Jake shipped the box towards Carson.,8,0
We yelled ourselves.,5,0
Paula hit the fence with the stick.,9,1
There is a flowering plant on the windowsill.,11,1
The bear sniff,4,0
Mary scratched her arm too.,7,1
They can down.,5,0
"Ron wanted to wear a tuxedo to the party, but Caspar couldn't decide whether to.",20,0
Calvin will not eat the beef waffles.,9,1
"As a statesman, scarcely he could do anything worth mentioning.",13,0
The rail holds easily.,6,0
John was cost $10 by the book.,11,0
I know how much you ate.,8,1
Bill went on Monday to London.,8,1
The problem's knowledge is quite thorough.,10,0
I consider to be a fool the senator who made the opening speech.,15,0
You shouldn't have played with rifles because to have is dangerous.,15,0
A solution presented itself yesterday.,7,1
The music echoed.,5,1
The sky cleared.,5,1
We will invite volunteers on whom to work.,10,1
Anson demonized old,5,0
What Julie did of Lloyd was become fond.,10,0
People are stupid,4,1
Heidi investigated that John ate the cauliflower.,9,0
That's a kindest answer that I ever heard.,13,0
One plan of which I got wind was calculated to keep us in suspense.,16,0
Celia brushed.,5,0
John kept behind the counter.,7,0
"Mary claimed that eaten cabbage, Holly hasn't.",12,1
The more carefully he words the letter the safer he'll be.,15,1
Peter is the old pigs.,7,0
He is the happiest that it is believed that he has ever been.,15,1
"Sorry, I gave last week.",8,1
She has kissed her.,6,1
"Put a picture of Bill on your desk, this girl in the red coat will put a picture of Bill on your desk before tomorrow.",28,0
"The more he eats, the poorer he knows a woman that gets.",15,0
The man who I gave John a picture of was bald.,13,1
Paula swatted the cloth into the fly.,10,0
You British or you Americans will get yourselves in trouble.,12,1
What I meant was that you have done it really well.,13,1
I would like to might do it,8,0
"David is a great artist, and when he does, his eyes squint at you.",19,0
I compared Ginger to Fred,6,1
That is what you should see.,8,1
Willy is taller than Bill by as much as I know a boy who thinks that Bill is taller than Dan.,23,0
Which version did they recommend?,7,1
The man who I read a statement which was about is sick.,14,0
John's quilt's upper right-hand corner has a hole.,16,0
The Gorgon is easy to believe the claim that Perseus slew.,14,0
"When did Fanny return, she found Tom Bertram very ill.",13,0
The chicken was eaten.,6,1
Felicia shipped the box off the shelf.,10,0
This book is easy to read.,8,1
These ones are to be smuggled from Hungary.,10,1
Julie became a fond.,6,0
The army destroyed the palace.,7,1
"That dog is so ferocious, it even tried to bite himself.",14,0
Who did Kim work for and Sandy rely?,10,0
I aren't going.,7,0
She doesn't believe much story.,9,0
The children came their way to the party.,10,0
Sharon shivered from fear.,6,1
Ayala sent back her cousin the diamond necklace.,11,0
He are the only person that I can rely on.,12,0
Pavarotti relied on Loren and Bond on Hepburn.,12,1
The terrier attacked the burglar and savaged the burglar's ankles.,15,1
Calvin will strike himself and Otto will too.,10,1
John seems that it is likely to win.,10,0
On the horizon appeared a large ship.,9,1
He kicked the ball.,6,1
There was he in the garden.,8,0
My brother and few Americans meet in Vienna.,10,0
Owners of a pig loves to eat truffles,9,0
John died last night.,6,1
Julie maintained her own questions over the course of the argument.,13,0
They denied the claim that they should report only to us.,13,1
She asked a man who was near the window whether it looked like rain.,16,1
It seemed to rain.,6,1
John is shorter than five feet.,8,1
Any student in Mary's class happened to vote.,12,0
"Any senator seems to become more corrupt, as he talks to more lobbyists.",17,1
That few boys came upset any of the teachers.,11,0
John put his gold to be under the bathtub.,11,0
Who was it obvious that Plato loved?,9,1
"Every student, who wears socks, is a swinger.",13,0
The world saw the beginning of a new era in 1492.,17,1
The train reached the station fully.,8,1
Martha slowly descended the stairs.,7,1
That barn has seven pine trees behind the cow.,11,0
George built the houses both.,7,0
What Mary prefers is her ice cream in a cone.,12,1
Who will be offended if we don't invite which philosopher?,14,1
Who did you like and John?,8,0
John has chosen for the position.,8,0
Dry the baby with the cloth torn.,9,0
Naughty children spank easily.,8,0
I expect John to win and Harry to lose.,11,1
The horse groomed itself.,6,0
That Dan smokes in the office really bothers Alina.,11,1
Rose accompanied.,4,0
"I'm going out, wherever that hurricane.",11,0
it convinced Bill that Mary should sleep.,9,0
We talked about that he had worked at the White House.,13,0
It's under the bed that's the best place to hide,15,1
What table will he put the chair between and some sofa?,13,0
Who seemed that had poisoned Jason?,8,0
There tries to leave the country.,8,0
Steve pelted acorns to Anna.,8,0
Give the baby the bottle full.,8,1
Whose tax did the nurse polish her trombone and the plumber compute?,14,0
The cook boned the fish of its backbone.,11,0
The hospital was donated the book to.,9,0
A tangerine isn't as much different from an orange as I'd thought.,19,0
"He never achieved anything, didn't he?",11,0
He planted the garden last November with roses.,10,1
The general commended that all troops was in dress uniform.,12,0
This movie just watches itself.,7,0
Under the bed is a fun place to hide.,11,1
Cassandra has foretold disaster again.,7,1
"You eat the more, the more you want.",11,0
"The president could not approve the bill, couldn't he?",14,1
Dorothy needs that dress a costume.,8,0
"They can't do it, can he?",11,0
Martha carved a piece of wood into a toy for the baby.,14,1
We investigated bombs in the area.,8,0
Which boy's guardian's employer did we elect president?.,14,1
Bill's reading Shakespeare and Maureen's singing Schubert satisfy me,14,1
Gilgamesh flew not the broomstick.,9,0
Fruit fell against the house against the ground.,10,0
I asked what John kissed.,7,1
I funneled the mixture into the bottle.,11,1
Only to Glasgow would he go by train.,10,1
it is the tall man come from the back that Mary saw the tall man come from the back.,21,0
"Handsome though I believe the claim that Tom is, I still won't date him.",19,0
"Immediately, John probably will clearly learn French perfectly.",11,0
She hit the ball.,6,0
I promised that he would be there tomorrow.,10,1
I broke the twig off the branch.,9,1
I funneled the mixture to Rina.,10,0
Here's a razor for that you will be shaved with to be announced.,17,0
The twig and the branch broke.,8,0
"During the early evening, Saturn can be found in the north, while Jupiter rises in the east.",21,1
The drunk hugged the lamppost.,8,1
Pat was annoyed by that their parents did nothing to stop it.,14,0
Carmen obtained Mary a spare part.,8,0
The judge saddled the winner with a prize.,11,1
Mr Elton handed his wife into the carriage.,10,1
The phone company billed $10 to me.,11,0
Louis begged Kate that she leave her job.,10,0
Ron expected the sack.,6,1
"I demand that the more John eat, the more he pay.",14,0
Mary loves him.,5,1
Stacy arrived at the palace.,7,1
"It's we go to the meeting, that Sally will tell us when.",17,0
"Harry thinks so, although no one else thinks Sally is innocent.",14,0
My heart is pounding my brother.,8,0
All fugitives are in jail now.,9,1
Who put the book in the box?,9,1
John strived to be successful.,8,1
She kicked itself,4,0
Gloria dozed.,5,1
Who do you think that saw Bill?,9,0
John is believed to be certain by everyone that Fred is crazy.,14,0
He might do leave.,6,0
Phyllis lingered Sasha over lunch.,7,0
"Ron wanted to wear a tuxedo to the party, but wear a tuxedo to the party Caspar couldn't decide whether to.",26,0
This building got than that one.,8,0
Kim relies on Sandy.,6,1
Conflict engenders.,5,0
Fred gave the ball behind Molly.,8,0
"We gave him enough opportunity and, sure enough, every senator succumbed to corruption.",17,0
To whom did you throw the ball?,9,1
Cora coiled at the rope around the post.,11,0
The spy became too friendly with his new contacts.,11,1
The train reached the station.,7,1
I don't have almost any potatoes.,10,0
Dracula thought that he was the Prince of Darkness.,11,1
Fanny stopped talking when in came Aunt Norris.,10,0
This girl in the red dress must put a picture of Bill on your desk.,17,1
Myself saw me,4,0
Martha carved the piece of wood from a branch into a toy.,14,0
A book was sent Louis.,7,0
the road blocked with a stone.,8,0
I have some papers to announce that I've got to grade.,15,0
Mary has never kissed as tall a man as John.,12,1
She has problem enough as it is.,9,0
John wants to study linguistics in near future.,10,1
Either Professor Swansong or the graduate students is going to proctor the exam.,17,0
who guy did you see.,7,0
"Harry thinks that Sally is innocent, although no one else thinks so.",15,1
What did he look up?,7,1
Absolutely any owl hunts mice.,7,1
My pastor says I ate too much cake.,10,1
Anson demonized David almost constantly.,8,1
Some student from Australia speaks Chinese.,8,1
Monica covered a blanket over the baby.,9,0
I want for nobody to hate me.,9,1
By is eaten monkey banana that the being,9,0
I was wondering in which pocket it was that Kim had hidden the jewels.,16,1
The students called me a teacher.,8,1
They want to are kind to her.,9,0
John saw anything.,5,0
Harriet swooned.,5,1
I assume the matter to have been filed in the appropriate records.,14,1
It snowed.,5,1
I cut the soft bread.,7,1
Paula hit the fence with the stick.,9,1
"When I am awake at that time and Susan is asleep, Bill will leave.",17,0
He would can go,5,0
Paula spanked her right hand through the naughty child.,13,0
Fred offered the ball over Molly.,8,0
How did Julie ask if Jenny left?,9,1
The winter schedule differed from the spring schedule.,10,1
Brenda haggled Molly.,7,0
Our rabbit and the neighbor's cat like each other.,13,1
You must pick any of the flowers.,9,0
I have wanted to meet the man who spent so much money planning the assassination of Kennedy for many years.,22,1
My nephew could write letters the postcards to his parents.,12,0
He figured out that.,6,0
Raccoons destroyed the garden.,8,1
David constructed me a house.,7,0
Robin arrived partway at the station.,9,0
A man just came in and a woman went out who hate each other like poison and always have.,21,1
John fed the baby rice up.,8,0
Jason was killed by Medea.,7,1
It occurred to Pat that Chris knew the answer.,11,1
He bought a refrigerator in which to put the beer.,12,1
The student is belonged to by this item.,10,0
John learned French perfectly almost immediately.,8,1
Gilgamesh misses Aphrodite,5,1
How brave he is tall and!,8,0
Willy is taller than Bill by as much as that Bill is taller than Dan is believed.,19,0
The more people I ask what he will give to the more he reads.,16,0
That you have done it really well is what I meant.,13,0
"The more that pictures of himself appear in the news, the more embarrassed John becomes.",18,1
"No student, who wears socks, is a swinger.",13,0
Lucy recounted a story to remember because Holly had recounted as story not to.,16,1
John not liked Mary.,6,0
Kick John the ball.,6,0
I looked the number up.,7,1
What happened was they knew his parents.,9,0
"The candidate was dogged by charges of infidelity and avoiding the draft, or at least trying to.",20,1
"After ten soldiers had left, seven more ones came in.",13,0
He treats John very shame.,7,0
Every restaurant that advertises in any of these papers happens to have four stars in the handbook.,21,1
Jessica loaded boxes at the truck.,8,0
Cynthia devoured .,4,0
He's a so reliable man.,9,0
Bill squeezed the puppet through the hole.,9,1
In which box did John put the book?,10,1
Which packages is it possible that Sam didn't pick up which are to be mailed tomorrow until it had stopped raining?,25,0
That Fido barks annoys me.,8,1
That John sold the ostrich surprised Bill.,9,1
"No student, who wears socks, is a swinger.",13,0
Frank bought a piano for Jane.,8,1
Celia brushed her hair.,7,1
He seems enough intelligent for you.,8,0
You give him enough opportunity and every senator will succumb to corruption.,14,1
He impresses his friends all as pompous.,10,0
Who did you attempt to force Jason to kill?,11,1
Willa arrived breathless.,6,0
The bus stopped suddenly.,6,1
Mary considered to have loved her.,8,0
The agency classified.,5,0
The guide has been taken John to the library.,11,0
Ron yawned himself awake.,7,1
Both the workers will wear carnations.,9,1
I could have been flying helicopters by now.,10,1
"Every woman standing under that tree, whoever she may be, is Mary's friend.",19,0
Under the bed wants to be a fun place to hide.,13,0
Odysseus attempted the helmsman to hear the sirens.,14,0
The house constructed.,5,0
He's a reliable enough man.,9,1
We are aware of the existing problems.,9,1
John believes for Bill to have slept.,9,0
How easy to please John is it?,9,0
The defendant denied.,5,0
"Because did Marianne love Willoughby, she refused to.",11,0
Heidi dislikes the TV's depiction of herself.,11,0
Mary sang for everyone who wanted to hear her.,11,1
The cost of bagels that are imported from Iceland surprised the teacher who Mike hired last week.,19,1
Willy is taller than Bill by as much as I watch all the games and I know Billy is taller than Dan.,24,0
What John told us is that he wants to quit school.,13,1
John loves his puppy.,6,1
He figured out Ann.,6,0
much clue is needed.,6,0
A man to be in the garden is unlikely.,11,0
Which poem about Achilles did Homer recite?,9,1
Who do you think that will question Seamus first?,12,0
It was kissed her.,6,0
This hat I believe that he was wearing.,10,1
Reports the lettering on the covers of which the government prescribes the height of are a shocking waste of public funds.,23,1
I wanted he should leave.,7,0
John has been taken to the library.,9,1
The sidewalk is straddled by the fence.,11,1
The magician echoed the music.,7,0
much advice is needed.,6,1
Did the potion boil over?,7,1
Either the boys or the girls is going to be there.,13,0
Carla mopped under the furniture.,8,1
What it is certain that he was wearing is this hat.,13,1
Keep myself clean!,5,0
Keep myself clean!,5,0
Bill reading Shakespeare and Maureen singing Schubert satisfies me,10,1
It tries to be warm in September.,9,0
"He's a man to whom liberty, we could never grant it.",16,0
I asked who Medea gave what?,8,1
The clown's antics amused the children.,10,1
There was an attack yesterday.,7,1
I insist on seeing all the student' through who started out the term in my class.,19,1
It is unclear why she told him.,9,1
This girl in the red coat will put a picture of Bill on your desk.,17,1
A woman who heard the news contributed to the fund.,12,1
Me gave it to him.,7,0
Nora pushed on the chair.,7,1
A man just came in and a woman went out who hate each other like poison and always have.,21,1
John included his name in the list.,9,1
Chris said that himself was sad.,8,0
I have any potatoes.,6,0
The motorist happened the accident.,7,0
It is to Ireland that he is going.,10,1
Here's a razor for you to chop up these nuts with this cleaver and.,19,0
The magician appeared a dove from his sleeve.,10,0
Sally will stand near every woman that you will.,11,1
They said him to be rich.,8,0
"That the fuzz wanted him worried John, but that the fuzz wanted John didn't worry Mary.",21,1
The package weighed 10 lb.,9,1
They parted the best of friends.,8,1
I can well imagine with a hatchet Mary destroying the Jeep.,13,0
It has rained every day for the last week.,11,1
What does John wonder Mary bought?,8,0
Carol cut herself on the thumb.,8,1
What was Euclid interested in Plato's description of?,12,0
I love the food they cook in the halls of residence.,13,1
"John could bake something, but I'm not sure what.",14,1
I don't have any potatoes.,9,1
Each candidate who has any interest in semantics will be admit ted to the department.,17,0
What she did was know this theory.,9,0
Daniel became a blond.,6,1
Joe hoped to find a solution.,8,1
Of whom are you trying to get hold?,10,0
John concluded Bill to be a fool.,9,0
Steve pelted at Anna with acorns.,9,0
John is taller than Bill by that much.,10,1
"The more obnoxious Fred, the less attention you should pay to him.",15,0
Stacy left Tucson.,5,1
To delay the march and to go ahead with it have been argued by different people at different times.,21,1
The dog dug a hole in the lawn.,10,1
"Because he's such a nice guy, what would John like?",15,1
Anson gave Fluffy to Jenny.,7,1
We yelled ourselves.,5,0
John to call would be unlikely.,8,0
Are you prepared for school tomorrow?,8,1
That Medea murdered Jason didn't surprise anyone.,11,1
Spray the paint onto the wall completely.,9,1
"Bill seems to be obnoxious, but I don't think that Sam turns out.",18,0
The claim you won't need it is being made by Jack.,15,0
The men all would not have been working.,10,1
It is tough to play sonatas on this violin.,12,1
Every student in Mary's class is working on negative polarity.,14,1
Susanne gave the minivan to George.,8,1
I lent the book all the way to Tony.,11,0
The bed was fallen on by the dust.,10,0
So much did he eat that he got sick.,11,1
Maxwell is more of a doctor than his son is.,12,1
The old and new carts banged.,8,0
Cheryl stood the shelf with books.,8,0
Cheryl stood the books from Edna to Sarah.,10,0
John remained a student.,6,1
Lee solved the puzzle how Kim solved it.,10,0
I want Mary to sign my yearbook.,9,1
The man who I read a statement about is sick.,12,1
I didn't read a single book the whole time I was in the library.,18,1
Steve tossed the wall with the ball.,9,0
It's arrived first that Julie and Jenny,10,0
The coat which a girl came in who had worn was torn.,14,0
The inspector analyzed the building's soundness.,10,1
Jason killed.,4,0
Andrew is in Tucson's finest apartment.,10,1
Carla slid those books across the table.,9,1
"Sally explained the attempt to arrest Holly, but only after I had denied the decision to.",19,0
She did away with her father.,8,1
That barn has seven pine trees behind itself.,10,0
Moya said she liked football.,8,1
Guinevere has a single bone that is in every corner of the house.,17,0
"Leslie is rather foolish, and Lou a complete idiot.",12,1
John to fix the computer.,7,0
Myself saw me,4,0
Tony bent Mary's arm.,8,1
That I should kiss pigs is my fondest dream,11,1
I doubt if you can help me in understanding this.,12,1
That anybody ever left at all is not known.,11,1
It is this hat that that he was wearing is certain.,13,0
Doug went to Chicago.,6,1
John is afraid of dogs.,7,1
John put his gold under the bathtub.,9,1
Herman mixed the eggs with the cream.,9,1
The readings of Shakespeare satisfied me,7,1
Lucy Barnes recounted a story to remember because remember Holly had recounted a story to.,17,0
"Ron wanted to be wearing a tuxedo to the party, but Caspar didn't know whether to be.",22,0
The excellent whisky which I went to the store and have bought was very costly.,17,0
Students intended to surprise the teacher.,8,1
She speaks enough clearly to be understood.,9,0
The picture of no one hung upon any wall.,11,0
"Sandy must have been, too.",8,1
It's probable in general that he understands what's going on.,16,0
Henri arrived Bill.,5,0
"Bill seems to be obnoxious, but I don't think that Sam turns out.",18,0
The winter schedule differed from the spring schedule.,10,1
The place which I live at is the place where Route 150 crosses the Hudson River.,21,0
I made to settle the matter my objective.,10,0
"This $500 bribe will cost the government $500,000 to prove that Senator Jones accepted.",26,1
He's an as reliable man.,9,0
The cats ate the spider.,7,1
and index values of the subject and the main verb.,12,1
It was to the student that the teacher gave the best advice.,14,1
John rolled the ball down the hill perfectly.,10,1
Felicia shipped the box out of the storeroom.,12,0
Martha carves.,5,1
Different teams beat the Red Sox and were beaten by the Giants.,14,1
